dept_no,dept_name,emp_no,title,first_name,last_name,from_date,to_date
d001,Marketing,407693,Senior Staff,Udi,Busillo,1995-07-02,9999-01-01
d001,Marketing,39571,Senior Staff,Chenxi,Masaki,1995-07-02,9999-01-01
d001,Marketing,65915,Senior Staff,Ortrud,Waschkowski,1995-07-03,9999-01-01
d001,Marketing,261864,Senior Staff,Froduald,Maginnis,1995-07-03,9999-01-01
d001,Marketing,229789,Senior Staff,Feipei,Baby,1995-07-04,9999-01-01
d001,Marketing,96913,Senior Staff,Chaoyi,Zucker,1995-07-04,9999-01-01
d001,Marketing,86237,Senior Staff,Tayeb,Francisci,1995-07-04,9999-01-01
d001,Marketing,218684,Senior Staff,Shao,Bennet,1995-07-06,9999-01-01
d001,Marketing,201542,Senior Staff,Leen,Wixon,1995-07-06,9999-01-01
d001,Marketing,75436,Senior Staff,Deniz,Michaels,1995-07-06,9999-01-01
d001,Marketing,293897,Senior Staff,Hilary,Borovoy,1995-07-06,9999-01-01
d001,Marketing,490991,Senior Staff,Deborah,Matteis,1995-07-06,9999-01-01
d001,Marketing,459985,Senior Staff,Genta,Thiria,1995-07-06,9999-01-01
d001,Marketing,248354,Senior Staff,Hilary,Kinley,1995-07-07,9999-01-01
d001,Marketing,73150,Senior Staff,Xiaopeng,Remmers,1995-07-07,9999-01-01
d001,Marketing,104070,Senior Staff,Neven,Brlek,1995-07-07,9999-01-01
d001,Marketing,464399,Senior Staff,Kazuhiro,Peyn,1995-07-08,9999-01-01
d001,Marketing,208614,Senior Staff,Barna,Bahl,1995-07-09,9999-01-01
d001,Marketing,226568,Senior Staff,Deniz,Frezza,1995-07-10,9999-01-01
d001,Marketing,268835,Senior Staff,Mani,Peral,1995-07-11,9999-01-01
d001,Marketing,242274,Senior Staff,Shaibal,Hitomi,1995-07-11,9999-01-01
d001,Marketing,66448,Senior Staff,Frederique,Beilner,1995-07-11,9999-01-01
d001,Marketing,71441,Senior Staff,Chinhyun,Shihab,1995-07-12,9999-01-01
d001,Marketing,47708,Senior Staff,Edwin,Haldar,1995-07-12,9999-01-01
d001,Marketing,12471,Senior Staff,Aksel,Nivat,1995-07-13,9999-01-01
d001,Marketing,460795,Senior Staff,Nevin,Hitomi,1995-07-13,9999-01-01
d001,Marketing,425867,Senior Staff,Serif,Sherertz,1995-07-13,9999-01-01
d001,Marketing,425501,Senior Staff,Manton,Alameldin,1995-07-13,9999-01-01
d001,Marketing,58557,Senior Staff,Basil,Deyuan,1995-07-13,9999-01-01
d001,Marketing,245156,Senior Staff,Tetsushi,Reeker,1995-07-14,9999-01-01
d001,Marketing,427473,Senior Staff,Boguslaw,Reinhart,1995-07-14,9999-01-01
d001,Marketing,105973,Senior Staff,Nobuyoshi,Ozeri,1995-07-14,9999-01-01
d001,Marketing,107329,Senior Staff,Shigenori,Kavvadias,1995-07-14,9999-01-01
d001,Marketing,453031,Senior Staff,Sandeepan,Ritcey,1995-07-15,9999-01-01
d001,Marketing,36190,Senior Staff,Luerbio,Bresenham,1995-07-16,9999-01-01
d001,Marketing,294714,Senior Staff,Richard,Massonet,1995-07-16,9999-01-01
d001,Marketing,84998,Senior Staff,Lillian,Rande,1995-07-16,9999-01-01
d001,Marketing,454921,Senior Staff,Dines,Lammel,1995-07-16,9999-01-01
d001,Marketing,292205,Senior Staff,Yechezkel,Hennings,1995-07-17,9999-01-01
d001,Marketing,41564,Senior Staff,Tadahiro,Perfilyeva,1995-07-18,9999-01-01
d001,Marketing,249839,Senior Staff,Weiyi,Ruemmler,1995-07-18,9999-01-01
d001,Marketing,280973,Senior Staff,Nimmagadda,Maquelin,1995-07-18,9999-01-01
d001,Marketing,254046,Senior Staff,Serap,Karunanithi,1995-07-19,9999-01-01
d001,Marketing,90467,Senior Staff,Yuuichi,Kumaresan,1995-07-19,9999-01-01
d001,Marketing,276580,Senior Staff,Van,Spieker,1995-07-19,9999-01-01
d001,Marketing,252938,Senior Staff,Nadjib,Chenney,1995-07-20,9999-01-01
d001,Marketing,278227,Senior Staff,Luisa,Kropp,1995-07-20,9999-01-01
d001,Marketing,14660,Senior Staff,Geoffrey,Bugaenko,1995-07-21,9999-01-01
d001,Marketing,258224,Senior Staff,Garnik,Czap,1995-07-21,9999-01-01
d001,Marketing,299658,Senior Staff,Jaber,Schiper,1995-07-22,9999-01-01
d001,Marketing,448145,Senior Staff,Mong,Kalloufi,1995-07-22,9999-01-01
d001,Marketing,65113,Senior Staff,Arif,Brender,1995-07-23,9999-01-01
d001,Marketing,469282,Senior Staff,Vincent,Adachi,1995-07-24,9999-01-01
d001,Marketing,227379,Senior Staff,Martine,Luders,1995-07-24,9999-01-01
d001,Marketing,73188,Senior Staff,Akeno,Kusakari,1995-07-25,9999-01-01
d001,Marketing,249011,Senior Staff,JoAnne,Fargier,1995-07-27,9999-01-01
d001,Marketing,61165,Senior Staff,Collette,Asser,1995-07-27,9999-01-01
d001,Marketing,427288,Senior Staff,Kellyn,Murtagh,1995-07-28,9999-01-01
d001,Marketing,107509,Senior Staff,Demin,Plesums,1995-07-28,9999-01-01
d001,Marketing,74364,Senior Staff,Berto,Compeau,1995-07-28,9999-01-01
d001,Marketing,428463,Senior Staff,Tonny,Welham,1995-07-29,9999-01-01
d001,Marketing,480451,Senior Staff,Hairong,Malinowski,1995-07-31,9999-01-01
d001,Marketing,231807,Senior Staff,Zhiguo,Takkinen,1995-08-01,9999-01-01
d001,Marketing,437859,Senior Staff,Arie,Lieberherr,1995-08-01,9999-01-01
d001,Marketing,289500,Senior Staff,Pranav,Montresor,1995-08-01,9999-01-01
d001,Marketing,406391,Senior Staff,Arun,Collette,1995-08-03,9999-01-01
d001,Marketing,424174,Senior Staff,Dietrich,Engelmann,1995-08-04,9999-01-01
d001,Marketing,462073,Senior Staff,Alassane,Plump,1995-08-04,9999-01-01
d001,Marketing,44442,Senior Staff,Atilio,Gente,1995-08-04,9999-01-01
d001,Marketing,498600,Senior Staff,Takahiro,Mayerwieser,1995-08-05,9999-01-01
d001,Marketing,492976,Senior Staff,Leni,Laventhal,1995-08-06,9999-01-01
d001,Marketing,42614,Senior Staff,Atreyi,Bail,1995-08-06,9999-01-01
d001,Marketing,201121,Senior Staff,Golgen,Poujol,1995-08-07,9999-01-01
d001,Marketing,234396,Senior Staff,Berto,Kornatzky,1995-08-08,9999-01-01
d001,Marketing,41705,Senior Staff,Koldo,Ferretti,1995-08-10,9999-01-01
d001,Marketing,79115,Senior Staff,Adin,Narlikar,1995-08-10,9999-01-01
d001,Marketing,418646,Senior Staff,Marlo,Portugali,1995-08-10,9999-01-01
d001,Marketing,57227,Senior Staff,Shahab,Gire,1995-08-10,9999-01-01
d001,Marketing,446642,Senior Staff,Szabolcs,Gaughan,1995-08-11,9999-01-01
d001,Marketing,275596,Senior Staff,Nevio,Tagansky,1995-08-12,9999-01-01
d001,Marketing,79092,Senior Staff,Kaijung,Keohane,1995-08-12,9999-01-01
d001,Marketing,201425,Senior Staff,Lunjin,Bolsens,1995-08-13,9999-01-01
d001,Marketing,79860,Senior Staff,Demos,Denti,1995-08-13,9999-01-01
d001,Marketing,480955,Senior Staff,Sariel,Salverda,1995-08-13,9999-01-01
d001,Marketing,91718,Senior Staff,Yuuichi,Gubsky,1995-08-13,9999-01-01
d001,Marketing,256959,Senior Staff,Xiping,Yurek,1995-08-13,9999-01-01
d001,Marketing,277843,Senior Staff,Gil,Ligten,1995-08-14,9999-01-01
d001,Marketing,272212,Senior Staff,Annemarie,Zhiwei,1995-08-14,9999-01-01
d001,Marketing,280634,Senior Staff,Waiman,Sewelson,1995-08-16,9999-01-01
d001,Marketing,77128,Senior Staff,Kirk,Eiter,1995-08-18,9999-01-01
d001,Marketing,209467,Senior Staff,Shan,Vieth,1995-08-18,9999-01-01
d001,Marketing,267998,Senior Staff,Vivian,Lagarias,1995-08-19,9999-01-01
d001,Marketing,217340,Senior Staff,Vivian,Nitsche,1995-08-20,9999-01-01
d001,Marketing,26310,Senior Staff,Suebskul,Barvinok,1995-08-20,9999-01-01
d001,Marketing,483304,Senior Staff,Stein,Yavatkar,1995-08-22,9999-01-01
d001,Marketing,22022,Senior Staff,Isaac,Fiutem,1995-08-23,9999-01-01
d001,Marketing,46845,Senior Staff,Moheb,Puppe,1995-08-25,9999-01-01
d001,Marketing,81103,Senior Staff,Mari,Besancenot,1995-08-26,9999-01-01
d001,Marketing,25175,Senior Staff,Aimee,Speckmann,1995-08-26,9999-01-01
d001,Marketing,494428,Senior Staff,Manton,Selvestrel,1995-08-27,9999-01-01
d001,Marketing,465182,Senior Staff,Luigi,Stroustrup,1995-08-27,9999-01-01
d001,Marketing,447279,Senior Staff,Leaf,Rosch,1995-08-27,9999-01-01
d001,Marketing,417697,Senior Staff,Katsuo,Whitcomb,1995-08-27,9999-01-01
d001,Marketing,256737,Senior Staff,Brewster,Dechter,1995-08-28,9999-01-01
d001,Marketing,263921,Senior Staff,Fayez,Veevers,1995-08-31,9999-01-01
d001,Marketing,38369,Senior Staff,Jianhao,Gewali,1995-08-31,9999-01-01
d001,Marketing,498466,Senior Staff,Gal,Prampolini,1995-08-31,9999-01-01
d001,Marketing,483896,Senior Staff,Ulises,Azumi,1995-09-01,9999-01-01
d001,Marketing,244689,Senior Staff,Urs,Saoudi,1995-09-01,9999-01-01
d001,Marketing,205170,Senior Staff,Shan,Vingron,1995-09-02,9999-01-01
d001,Marketing,417382,Senior Staff,Lalit,Copas,1995-09-02,9999-01-01
d001,Marketing,431812,Senior Staff,Kirk,Bennet,1995-09-02,9999-01-01
d001,Marketing,496648,Senior Staff,Vasilis,Schapiro,1995-09-03,9999-01-01
d001,Marketing,430063,Senior Staff,Hongzhu,Pero,1995-09-04,9999-01-01
d001,Marketing,24633,Senior Staff,Bowen,Pavlopoulou,1995-09-05,9999-01-01
d001,Marketing,262123,Senior Staff,Dipankar,Mitsuhashi,1995-09-05,9999-01-01
d001,Marketing,242154,Senior Staff,Giao,Porenta,1995-09-06,9999-01-01
d001,Marketing,290861,Senior Staff,Vojin,Veccia,1995-09-07,9999-01-01
d001,Marketing,216731,Senior Staff,Padma,Kossowski,1995-09-07,9999-01-01
d001,Marketing,458117,Senior Staff,Stepehn,Eastman,1995-09-08,9999-01-01
d001,Marketing,439066,Senior Staff,Ranan,VanScheik,1995-09-09,9999-01-01
d001,Marketing,410842,Senior Staff,Shan,Leivant,1995-09-10,9999-01-01
d001,Marketing,446887,Senior Staff,Pohua,Benaini,1995-09-11,9999-01-01
d001,Marketing,76579,Senior Staff,Tzvetan,Loncour,1995-09-11,9999-01-01
d001,Marketing,283963,Senior Staff,Moti,Avouris,1995-09-12,9999-01-01
d001,Marketing,257311,Senior Staff,Bernardo,Cooke,1995-09-12,9999-01-01
d001,Marketing,403878,Senior Staff,Rance,Sichman,1995-09-13,9999-01-01
d001,Marketing,491803,Senior Staff,Margo,Gyorkos,1995-09-13,9999-01-01
d001,Marketing,59466,Senior Staff,Gila,Kornatzky,1995-09-13,9999-01-01
d001,Marketing,486031,Senior Staff,Aiichiro,Schaad,1995-09-13,9999-01-01
d001,Marketing,66410,Senior Staff,George,Jakobus,1995-09-14,9999-01-01
d001,Marketing,491355,Senior Staff,Tokuyasu,Talmon,1995-09-14,9999-01-01
d001,Marketing,56674,Senior Staff,Fei,Pokrovskii,1995-09-16,9999-01-01
d001,Marketing,212209,Senior Staff,Tran,Munch,1995-09-18,9999-01-01
d001,Marketing,203736,Senior Staff,Jouni,Cullers,1995-09-20,9999-01-01
d001,Marketing,406771,Senior Staff,Tianruo,Strooper,1995-09-20,9999-01-01
d001,Marketing,402643,Senior Staff,Tetsushi,Guerreiro,1995-09-20,9999-01-01
d001,Marketing,267265,Senior Staff,Florian,Schnelling,1995-09-21,9999-01-01
d001,Marketing,468119,Senior Staff,Pintsang,Azadmanesh,1995-09-22,9999-01-01
d001,Marketing,294443,Senior Staff,Augustine,Matzov,1995-09-22,9999-01-01
d001,Marketing,103744,Senior Staff,Remmert,Rissanen,1995-09-24,9999-01-01
d001,Marketing,470169,Senior Staff,Jaana,Roison,1995-09-24,9999-01-01
d001,Marketing,51992,Senior Staff,Atreye,Erni,1995-09-24,9999-01-01
d001,Marketing,412372,Senior Staff,Peternela,Bodoff,1995-09-25,9999-01-01
d001,Marketing,207350,Senior Staff,Somnath,Slutz,1995-09-25,9999-01-01
d001,Marketing,272425,Senior Staff,Vugranam,Staylopatis,1995-09-26,9999-01-01
d001,Marketing,413836,Senior Staff,Hironobu,Collette,1995-09-28,9999-01-01
d001,Marketing,99064,Senior Staff,Marin,Trogemann,1995-09-29,9999-01-01
d001,Marketing,470684,Senior Staff,Ingemar,Binding,1995-09-30,9999-01-01
d001,Marketing,69231,Senior Staff,Oldrich,Joslin,1995-10-01,9999-01-01
d001,Marketing,273850,Senior Staff,Arch,Karunanithi,1995-10-01,9999-01-01
d001,Marketing,103310,Senior Staff,Visit,Swen,1995-10-02,9999-01-01
d001,Marketing,230678,Senior Staff,Lillian,Kenevan,1995-10-02,9999-01-01
d001,Marketing,231645,Senior Staff,Charlene,Merel,1995-10-02,9999-01-01
d001,Marketing,285239,Senior Staff,Akhilish,Leivant,1995-10-02,9999-01-01
d001,Marketing,18338,Senior Staff,Niteen,Bellone,1995-10-04,9999-01-01
d001,Marketing,265983,Senior Staff,Lijie,Zuberek,1995-10-04,9999-01-01
d001,Marketing,273018,Senior Staff,Atilio,Uhrig,1995-10-05,9999-01-01
d001,Marketing,75686,Senior Staff,Leucio,Rattan,1995-10-06,9999-01-01
d001,Marketing,451901,Senior Staff,Zhiguo,Farris,1995-10-07,9999-01-01
d001,Marketing,248497,Senior Staff,Boriana,Zucker,1995-10-07,9999-01-01
d001,Marketing,208298,Senior Staff,Francesca,Conta,1995-10-08,9999-01-01
d001,Marketing,465785,Senior Staff,Annemarie,Naudin,1995-10-08,9999-01-01
d001,Marketing,237421,Senior Staff,Mabo,Zobel,1995-10-09,9999-01-01
d001,Marketing,420312,Senior Staff,Henk,Argence,1995-10-10,9999-01-01
d001,Marketing,409943,Senior Staff,Huan,Standera,1995-10-10,9999-01-01
d001,Marketing,273178,Senior Staff,Renee,Flowers,1995-10-12,9999-01-01
d001,Marketing,499597,Senior Staff,Divier,Bergere,1995-10-13,9999-01-01
d001,Marketing,468713,Senior Staff,Tomofumi,Gide,1995-10-14,9999-01-01
d001,Marketing,102447,Senior Staff,Leszek,Pargaonkar,1995-10-14,9999-01-01
d001,Marketing,105183,Senior Staff,Makato,Erie,1995-10-14,9999-01-01
d001,Marketing,412610,Senior Staff,Moti,Flanders,1995-10-16,9999-01-01
d001,Marketing,485376,Senior Staff,Ghassan,Leppanen,1995-10-17,9999-01-01
d001,Marketing,86481,Senior Staff,Emran,Otillio,1995-10-17,9999-01-01
d001,Marketing,441420,Senior Staff,Yinlin,Chorvat,1995-10-17,9999-01-01
d001,Marketing,53664,Senior Staff,Chiradeep,Pelc,1995-10-17,9999-01-01
d001,Marketing,240134,Senior Staff,Lidong,Mattern,1995-10-18,9999-01-01
d001,Marketing,40403,Senior Staff,Hatsukazu,Chaudhuri,1995-10-18,9999-01-01
d001,Marketing,498616,Senior Staff,Tru,Suomi,1995-10-18,9999-01-01
d001,Marketing,410685,Senior Staff,Sreekrishna,Beetstra,1995-10-18,9999-01-01
d001,Marketing,444054,Senior Staff,Prodip,Godskesen,1995-10-19,9999-01-01
d001,Marketing,214937,Senior Staff,Debatosh,Birch,1995-10-19,9999-01-01
d001,Marketing,492357,Senior Staff,Subbu,Markovitch,1995-10-20,9999-01-01
d001,Marketing,50099,Senior Staff,Saniya,Smailagic,1995-10-20,9999-01-01
d001,Marketing,479624,Senior Staff,Conal,Furedi,1995-10-21,9999-01-01
d001,Marketing,449044,Senior Staff,Shahid,Terwilliger,1995-10-21,9999-01-01
d001,Marketing,296773,Senior Staff,Arve,Masamoto,1995-10-22,9999-01-01
d001,Marketing,456952,Senior Staff,Xianlong,Potthoff,1995-10-22,9999-01-01
d001,Marketing,204281,Senior Staff,Laurentiu,Kuhnemann,1995-10-22,9999-01-01
d001,Marketing,25949,Senior Staff,Owen,Matheson,1995-10-23,9999-01-01
d001,Marketing,39186,Senior Staff,Golgen,Atrawala,1995-10-23,9999-01-01
d001,Marketing,216208,Senior Staff,Leon,Mitsuhashi,1995-10-23,9999-01-01
d001,Marketing,494708,Senior Staff,Yuguang,Bonifati,1995-10-23,9999-01-01
d001,Marketing,491850,Senior Staff,Marsal,Lunt,1995-10-24,9999-01-01
d001,Marketing,271163,Senior Staff,Djelloul,Luca,1995-10-24,9999-01-01
d001,Marketing,281300,Senior Staff,Munenori,Danecki,1995-10-25,9999-01-01
d001,Marketing,472755,Senior Staff,Munir,Schieder,1995-10-26,9999-01-01
d001,Marketing,52429,Senior Staff,Amstein,Hiyoshi,1995-10-26,9999-01-01
d001,Marketing,14796,Senior Staff,Huan,Chepyzhov,1995-10-28,9999-01-01
d001,Marketing,266115,Senior Staff,Oksana,Willoner,1995-10-29,9999-01-01
d001,Marketing,32124,Senior Staff,Dulce,Condotta,1995-10-29,9999-01-01
d001,Marketing,474423,Senior Staff,Vishwani,Frolund,1995-10-30,9999-01-01
d001,Marketing,473427,Senior Staff,Eran,Neimat,1995-10-31,9999-01-01
d001,Marketing,441946,Senior Staff,Wanqing,Karner,1995-10-31,9999-01-01
d001,Marketing,425135,Senior Staff,Xiaopeng,Lunt,1995-10-31,9999-01-01
d001,Marketing,34731,Senior Staff,Shaowei,Hoogerwoord,1995-11-01,9999-01-01
d001,Marketing,248557,Senior Staff,Kiyomitsu,Demir,1995-11-01,9999-01-01
d001,Marketing,224035,Senior Staff,Inderjeet,Picaronny,1995-11-03,9999-01-01
d001,Marketing,93805,Senior Staff,Constantine,Cappelli,1995-11-03,9999-01-01
d001,Marketing,20889,Senior Staff,Elzbieta,Sidhu,1995-11-03,9999-01-01
d001,Marketing,90667,Senior Staff,Mabo,Chiodo,1995-11-04,9999-01-01
d001,Marketing,250865,Senior Staff,Georgy,Huttel,1995-11-07,9999-01-01
d001,Marketing,490335,Senior Staff,JoAnna,Figueira,1995-11-07,9999-01-01
d001,Marketing,21619,Senior Staff,Siamak,Morton,1995-11-08,9999-01-01
d001,Marketing,438800,Senior Staff,Conrado,Anandan,1995-11-09,9999-01-01
d001,Marketing,107917,Senior Staff,Hilary,Validov,1995-11-09,9999-01-01
d001,Marketing,245946,Senior Staff,Augustine,Peral,1995-11-10,9999-01-01
d001,Marketing,483931,Senior Staff,Sadun,Benveniste,1995-11-10,9999-01-01
d001,Marketing,59275,Senior Staff,Kwangjo,Luff,1995-11-10,9999-01-01
d001,Marketing,70512,Senior Staff,Jamaludin,Adachi,1995-11-11,9999-01-01
d001,Marketing,474107,Senior Staff,Chikako,Bolsens,1995-11-13,9999-01-01
d001,Marketing,252360,Senior Staff,Ziva,Demian,1995-11-13,9999-01-01
d001,Marketing,415109,Senior Staff,Iara,Riesenhuber,1995-11-13,9999-01-01
d001,Marketing,469094,Senior Staff,Pranav,Calkin,1995-11-14,9999-01-01
d001,Marketing,269147,Senior Staff,Baoqiu,Bellone,1995-11-14,9999-01-01
d001,Marketing,498862,Senior Staff,Zissis,Ranum,1995-11-14,9999-01-01
d001,Marketing,267995,Senior Staff,Yahiko,Wendorf,1995-11-15,9999-01-01
d001,Marketing,458804,Senior Staff,Chinhyun,Nitsche,1995-11-16,9999-01-01
d001,Marketing,433251,Senior Staff,Yuriy,Fiutem,1995-11-17,9999-01-01
d001,Marketing,246250,Senior Staff,Frederique,Gadepally,1995-11-17,9999-01-01
d001,Marketing,243866,Senior Staff,Tianruo,Tyugu,1995-11-18,9999-01-01
d001,Marketing,291497,Senior Staff,Samphel,Casley,1995-11-18,9999-01-01
d001,Marketing,256784,Senior Staff,Sachio,Serdy,1995-11-21,9999-01-01
d001,Marketing,417993,Senior Staff,Mohammed,Lambe,1995-11-22,9999-01-01
d001,Marketing,251180,Senior Staff,Udo,Marrakchi,1995-11-22,9999-01-01
d001,Marketing,490311,Senior Staff,Shounak,Valiente,1995-11-23,9999-01-01
d001,Marketing,271767,Senior Staff,Sedat,Ladret,1995-11-23,9999-01-01
d001,Marketing,475041,Senior Staff,Moty,Pellegrinelli,1995-11-23,9999-01-01
d001,Marketing,96440,Senior Staff,Guangming,Skogmar,1995-11-24,9999-01-01
d001,Marketing,416205,Senior Staff,Kendra,Schauser,1995-11-26,9999-01-01
d001,Marketing,229847,Senior Staff,Lenore,Tiemann,1995-11-27,9999-01-01
d001,Marketing,84043,Senior Staff,Caolyn,Orsini,1995-11-28,9999-01-01
d001,Marketing,276255,Senior Staff,Edwin,Kriebel,1995-11-30,9999-01-01
d001,Marketing,14958,Senior Staff,Prasadram,Beausoleil,1995-12-02,9999-01-01
d001,Marketing,43043,Senior Staff,Phule,Simmen,1995-12-02,9999-01-01
d001,Marketing,275131,Senior Staff,Rosalie,Aseltine,1995-12-03,9999-01-01
d001,Marketing,26853,Senior Staff,Etsuo,Baer,1995-12-03,9999-01-01
d001,Marketing,496871,Senior Staff,Sachio,Borovoy,1995-12-04,9999-01-01
d001,Marketing,290489,Senior Staff,Parke,Emmerich,1995-12-05,9999-01-01
d001,Marketing,482864,Senior Staff,Ioana,Krone,1995-12-05,9999-01-01
d001,Marketing,431035,Senior Staff,Mitchel,Servieres,1995-12-07,9999-01-01
d001,Marketing,52251,Senior Staff,Uri,Jonsson,1995-12-08,9999-01-01
d001,Marketing,454481,Senior Staff,Gal,Macedo,1995-12-10,9999-01-01
d001,Marketing,271774,Senior Staff,Sugwoo,Danley,1995-12-10,9999-01-01
d001,Marketing,97348,Senior Staff,Nahum,Danecki,1995-12-10,9999-01-01
d001,Marketing,412582,Senior Staff,Jeanna,Rando,1995-12-12,9999-01-01
d001,Marketing,205852,Senior Staff,Janche,Karlin,1995-12-12,9999-01-01
d001,Marketing,295522,Senior Staff,Shaowen,Jonsson,1995-12-13,9999-01-01
d001,Marketing,100884,Senior Staff,Adamantios,Rousseau,1995-12-15,9999-01-01
d001,Marketing,422714,Senior Staff,Satoru,Haddadi,1995-12-15,9999-01-01
d001,Marketing,31374,Senior Staff,Shirish,Renear,1995-12-15,9999-01-01
d001,Marketing,63146,Senior Staff,Maris,Demke,1995-12-15,9999-01-01
d001,Marketing,28806,Senior Staff,Basim,Bazelow,1995-12-16,9999-01-01
d001,Marketing,273890,Senior Staff,Troy,Nitta,1995-12-17,9999-01-01
d001,Marketing,62027,Senior Staff,Marie,Kruskal,1995-12-18,9999-01-01
d001,Marketing,447920,Senior Staff,Elzbieta,Staylopatis,1995-12-18,9999-01-01
d001,Marketing,450253,Senior Staff,Chaitali,Baca,1995-12-19,9999-01-01
d001,Marketing,49634,Senior Staff,Padma,Cooke,1995-12-20,9999-01-01
d001,Marketing,13717,Senior Staff,Shigenori,Nilsson,1995-12-21,9999-01-01
d001,Marketing,55288,Senior Staff,Jacqueline,Lorys,1995-12-21,9999-01-01
d001,Marketing,252739,Senior Staff,Marla,Cmelik,1995-12-21,9999-01-01
d001,Marketing,76955,Senior Staff,Jingling,Molenkamp,1995-12-22,9999-01-01
d001,Marketing,89930,Senior Staff,Amstein,Serot,1995-12-22,9999-01-01
d001,Marketing,476815,Senior Staff,Yonghong,Camurati,1995-12-22,9999-01-01
d001,Marketing,245019,Senior Staff,Maia,Kruskal,1995-12-24,9999-01-01
d001,Marketing,254215,Senior Staff,Berthier,Rosiles,1995-12-24,9999-01-01
d001,Marketing,440684,Senior Staff,Shaw,Janetzko,1995-12-24,9999-01-01
d001,Marketing,412079,Senior Staff,Sastry,Feldhoffer,1995-12-25,9999-01-01
d001,Marketing,261511,Senior Staff,Shiv,Androutsos,1995-12-25,9999-01-01
d001,Marketing,266449,Senior Staff,Shaunak,Paciorek,1995-12-26,9999-01-01
d001,Marketing,468825,Senior Staff,Aruna,Breugel,1995-12-26,9999-01-01
d001,Marketing,57902,Senior Staff,Zeljko,Alvarado,1995-12-27,9999-01-01
d001,Marketing,470042,Senior Staff,Kwangyoen,Rajcani,1995-12-27,9999-01-01
d001,Marketing,408644,Senior Staff,Jaideep,Otillio,1995-12-28,9999-01-01
d001,Marketing,473073,Senior Staff,Xumin,Picel,1995-12-30,9999-01-01
d001,Marketing,423482,Senior Staff,Zito,Rathonyi,1995-12-30,9999-01-01
d001,Marketing,81516,Senior Staff,Barun,Cyne,1995-12-31,9999-01-01
d001,Marketing,85517,Senior Staff,Alselm,Terlouw,1996-01-02,9999-01-01
d001,Marketing,206720,Senior Staff,Inderjeet,Lally,1996-01-02,9999-01-01
d001,Marketing,274860,Senior Staff,Troy,McConalogue,1996-01-02,9999-01-01
d001,Marketing,461128,Senior Staff,Froduald,Ozeri,1996-01-03,9999-01-01
d001,Marketing,249655,Senior Staff,Moheb,Escriba,1996-01-04,9999-01-01
d001,Marketing,68921,Senior Staff,Shunichi,Ghemri,1996-01-04,9999-01-01
d001,Marketing,482260,Senior Staff,Vugranam,Janetzko,1996-01-05,9999-01-01
d001,Marketing,87210,Senior Staff,Aleksandar,Tyugu,1996-01-06,9999-01-01
d001,Marketing,421550,Senior Staff,Manibrata,Antonakopoulos,1996-01-07,9999-01-01
d001,Marketing,296398,Senior Staff,Chenye,Krohm,1996-01-07,9999-01-01
d001,Marketing,445770,Senior Staff,Hatsukazu,Binding,1996-01-07,9999-01-01
d001,Marketing,438617,Senior Staff,Dhritiman,Rosch,1996-01-07,9999-01-01
d001,Marketing,97645,Senior Staff,Susanta,Merli,1996-01-08,9999-01-01
d001,Marketing,255183,Senior Staff,Domenick,Szemeredi,1996-01-09,9999-01-01
d001,Marketing,207838,Senior Staff,Gen,Menhoudj,1996-01-09,9999-01-01
d001,Marketing,44331,Senior Staff,Sorina,Skrikant,1996-01-10,9999-01-01
d001,Marketing,20088,Senior Staff,Hugh,Panienski,1996-01-10,9999-01-01
d001,Marketing,101897,Senior Staff,Piyawadee,Junet,1996-01-12,9999-01-01
d001,Marketing,260538,Senior Staff,Persi,Coorg,1996-01-12,9999-01-01
d001,Marketing,421473,Senior Staff,Kristen,Hooghiemstra,1996-01-13,9999-01-01
d001,Marketing,78239,Senior Staff,Sungwon,Vrecion,1996-01-13,9999-01-01
d001,Marketing,420030,Senior Staff,Arun,Vidal,1996-01-14,9999-01-01
d001,Marketing,456487,Senior Staff,Jouko,Dechter,1996-01-17,9999-01-01
d001,Marketing,438030,Senior Staff,Hinrich,Marzano,1996-01-17,9999-01-01
d001,Marketing,103015,Senior Staff,Kwangho,Pietrzykowski,1996-01-17,9999-01-01
d001,Marketing,435069,Senior Staff,Gaurav,Sevcikova,1996-01-17,9999-01-01
d001,Marketing,232871,Senior Staff,Leif,Bauknecht,1996-01-18,9999-01-01
d001,Marketing,495466,Senior Staff,Ingmar,Passino,1996-01-18,9999-01-01
d001,Marketing,203187,Senior Staff,Xinan,Orsini,1996-01-20,9999-01-01
d001,Marketing,409227,Senior Staff,Vincent,Byoun,1996-01-20,9999-01-01
d001,Marketing,202390,Senior Staff,Mikhail,Bain,1996-01-22,9999-01-01
d001,Marketing,85015,Senior Staff,Lijia,Lipner,1996-01-22,9999-01-01
d001,Marketing,454124,Senior Staff,Bojan,Remmers,1996-01-23,9999-01-01
d001,Marketing,462556,Senior Staff,Shuichi,Salverda,1996-01-24,9999-01-01
d001,Marketing,467886,Senior Staff,Sivanarayana,Chandrasekhar,1996-01-24,9999-01-01
d001,Marketing,203945,Senior Staff,Shahar,Back,1996-01-25,9999-01-01
d001,Marketing,82428,Senior Staff,Geoffrey,Kalafatis,1996-01-25,9999-01-01
d001,Marketing,439279,Senior Staff,Sreekrishna,Baranowski,1996-01-26,9999-01-01
d001,Marketing,486622,Senior Staff,Utz,Waymire,1996-01-26,9999-01-01
